"ID_DDJJ","AÑO_PRESENTACIÓN","NOMBRE","APELLIDO","ID_CARGO","CARGO","TOTAL_BIENES_MUEBLES","TOTAL_BIENES_INMUEBLES","TOTAL_ACCIONES","TOTAL_FONDOS","TOTAL_BONOS","TOTAL_TITULOS","TOTAL_DINERO_EFECTIVO","TOTAL_DINERO_ELECTRONICO","TOTAL_DEUDAS","FECHA_PRESENTACION"
28142,2023,Gabriel Oscar,BERARD,11,JEFE DE LA POLICIA DE LA CIUDAD,2911121,8696000,0,0,0,0,975840,0,,2023-06-21 00:00:00.000
28150,2023,Valeria Paula,GENTELESCA,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),0,604938,0,0,0,0,295440,0,,2023-06-19 00:00:00.000
28189,2023,Magdalena,AYBAR PERLENDER,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),0,528000,0,0,0,0,1814992,0,,2023-06-20 00:00:00.000
28216,2023,Juan Martin,MALCOLM,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),122000,1180001,0,150000,0,1012961,818974,0,,2023-06-29 00:00:00.000
28223,2023,Alejandro,LINIADO,1,NO APLICA,0,0,0,0,0,0,880,0,,2023-06-22 00:00:00.000
28227,2023,Cristian Daniel,MEALLA,1145,MIEMBRO DE JUNTA COMUNAL,1235000,0,0,0,0,0,2082500,0,,2023-06-26 00:00:00.000
28236,2023,Patricia Elizabeth,ATENOR,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),0,140000,0,0,0,0,2827000,0,,2023-07-03 00:00:00.000
28245,2023,Agustin,ARANCET,1,NO APLICA,0,0,0,0,0,0,115000,0,,2023-06-26 00:00:00.000
28247,2023,Julio Damian,ARREYES,1,NO APLICA,20000,0,0,0,0,0,40000,0,,2023-06-21 00:00:00.000
28253,2023,Carlos Pablo,MAZA,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),1800000,0,0,0,0,0,8180160,0,,2023-06-23 00:00:00.000
28284,2023,Marcelo Esteban,NOGUEROL,5,CARGO SUPERIOR A COMISARIO,850000,700000,0,0,0,0,5700000,0,,2023-06-22 00:00:00.000
28292,2023,Raúl Damián Antonio,NIZ,5,CARGO SUPERIOR A COMISARIO,800000,800000,0,0,0,0,500000,0,,2023-06-29 00:00:00.000
28317,2023,Maria Manuela,CORTELEZZI,1000,CONTROLADOR DE FALTAS,919000,290001,0,0,0,0,5237582,0,,2023-06-30 00:00:00.000
28333,2023,Lucia,GOMEZ DELORENZO ,9,"INTEGRANTE  DE COMISIÓN EVALUADORA O DE COMISIÓN QUE APRUEBA PLIEGOS, PREADJUDICA, ADJUDICA O REDETERMINA PRECIOS",85000,300000,0,0,0,0,100000,0,,2023-06-25 00:00:00.000
28363,2023,Mariano Jorge,LEON,8,GERENTE GENERAL Y SUBGERENTE GENERAL BANCO CIUDAD,105000,440000,0,0,0,0,4947645,0,,2023-06-27 00:00:00.000
28368,2023,Valeria,GOMEZ,9,"INTEGRANTE  DE COMISIÓN EVALUADORA O DE COMISIÓN QUE APRUEBA PLIEGOS, PREADJUDICA, ADJUDICA O REDETERMINA PRECIOS",0,0,0,0,0,0,30000,0,,2023-06-30 00:00:00.000
28371,2023,María De Los Angeles,MARATEA,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),0,490000,0,0,0,0,4627520,0,,2023-06-25 00:00:00.000
28373,2023,Marta Susana,LANZA,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),102700,42510,0,0,0,0,500000,0,,2023-06-26 00:00:00.000
28374,2023,Fabian Antonio,VORRABER,4,CARGO SUPERIOR A COMANDANTE (BOMBEROS),449000,0,0,0,0,0,50000,0,,2023-06-22 00:00:00.000
28376,2023,Daniela Lucia,BROCCO,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),267648,116155,0,0,0,41420130,516600,0,,2023-07-20 00:00:00.000
28377,2023,Sebastian Carlos,CHACUR,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),2100000,0,0,0,0,0,22000,0,,2023-06-22 00:00:00.000
28380,2023,Ignacio Alberto,CAMARA ABALLAY,18,SUBSECRETARIO,275000,23125200,0,0,0,0,4258500,0,,2023-06-25 00:00:00.000
28339,2023,Alvaro,QUIROGA,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),,,,,,,,,,2023-06-30 00:00:00.000
28049,2023,Nicolas Cesar,PARODI LASCANO,9,"INTEGRANTE  DE COMISIÓN EVALUADORA O DE COMISIÓN QUE APRUEBA PLIEGOS, PREADJUDICA, ADJUDICA O REDETERMINA PRECIOS",0,0,0,0,0,0,10000,0,,2023-06-15 00:00:00.000
28052,2023,Valeria Romina,FOCARACCIO,7,DIRECTOR GENERAL/ DIRECTOR DE LA PROCURACIÓN GENERAL,543000,657345,0,0,0,0,3997013,0,,2023-06-23 00:00:00.000
28072,2023,Leandro Joel,IRIBAS,7,DIRECTOR GENERAL/ DIRECTOR DE LA PROCURACIÓN GENERAL,140000,3500000,0,0,0,0,100000,0,,2023-06-29 00:00:00.000
28102,2023,Maria Del Carmen,CATTANEO,1,NO APLICA,462600,0,0,0,0,0,3000000,0,,2023-06-16 00:00:00.000
28118,2023,Santiago,AGOSTINELLI PITARO,9,"INTEGRANTE  DE COMISIÓN EVALUADORA O DE COMISIÓN QUE APRUEBA PLIEGOS, PREADJUDICA, ADJUDICA O REDETERMINA PRECIOS",2460000,24600000,0,0,0,0,172200,0,,2023-06-30 00:00:00.000
28125,2023,Claudia Graciela,CARRIZO,1,NO APLICA,0,75000,0,0,0,0,2000,0,,2023-06-28 00:00:00.000
28337,2023,Norberto Osvaldo,SPINELLI,1,NO APLICA,0,3,3,0,0,0,1344500,0,,2023-06-30 00:00:00.000
28336,2023,Facundo,BARGALLO BENEGAS,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),1570000,4700000,0,0,0,0,6000000,0,,2023-06-22 00:00:00.000
28147,2023,Oscar Alberto,NOVO,5,CARGO SUPERIOR A COMISARIO,1309001,54000,0,390291,0,0,3066723,0,,2023-06-18 00:00:00.000
28199,2023,Gabriel Gustavo,SCHIPANI,9,"INTEGRANTE  DE COMISIÓN EVALUADORA O DE COMISIÓN QUE APRUEBA PLIEGOS, PREADJUDICA, ADJUDICA O REDETERMINA PRECIOS",118000,193000,0,0,0,0,150000,0,,2023-06-20 00:00:00.000
28241,2023,Rosario,BURONE RISSO,2,ASESOR DE PLANTA DE GABINETE DE MINISTRO/ DE PROCURADOR GENERAL/ DE SÍNDICO GENERAL/DE PRESIDENTE DE COMUNA,150000,0,0,0,0,0,137983,100,,2023-06-26 00:00:00.000
28300,2023,Natacha Yael,STEINBERG,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),320000,0,0,0,0,0,15000,0,,2023-06-30 00:00:00.000
28287,2023,Maria Clara,MUZZIO,14,MINISTRO,0,2500000,0,0,0,0,1291808,0,,2023-06-29 00:00:00.000
28302,2023,Alejandro Carlos,ATTILI,5,CARGO SUPERIOR A COMISARIO,1217554,5943375,0,0,0,0,2565208,0,,2023-06-22 00:00:00.000
28321,2023,Elsa Beatriz,BARRIENTOS,1,NO APLICA,392800,7879934,0,0,0,0,35000,0,,2023-06-28 00:00:00.000
28338,2023,Claudio Ruben,ECHEVARRIA,9,"INTEGRANTE  DE COMISIÓN EVALUADORA O DE COMISIÓN QUE APRUEBA PLIEGOS, PREADJUDICA, ADJUDICA O REDETERMINA PRECIOS",0,0,0,0,0,0,0,0,,2023-06-23 00:00:00.000
28346,2023,MarÍa Marta                                                                                         ,RICO                                                                                                ,1,NO APLICA,0,0,0,0,0,0,7000,0,,2023-06-22 00:00:00.000
28386,2023,Susana Mercedes,CURI,9,"INTEGRANTE  DE COMISIÓN EVALUADORA O DE COMISIÓN QUE APRUEBA PLIEGOS, PREADJUDICA, ADJUDICA O REDETERMINA PRECIOS",0,0,0,0,0,0,400000,0,,2023-09-06 00:00:00.000
28392,2023,Rodolfo Valentin,ALI,5,CARGO SUPERIOR A COMISARIO,0,945372,0,0,0,0,500900,0,,2023-06-26 00:00:00.000
28400,2023,Oscar Alfredo,CUEVAS,5,CARGO SUPERIOR A COMISARIO,300000,9464200,0,0,0,0,3569360,0,,2023-06-28 00:00:00.000
28405,2023,Valeria Roxana,MENA,1,NO APLICA,716600,813000,0,0,0,0,9201920,0,,2023-06-26 00:00:00.000
28416,2023,Fernando Ezequiel,IRIARTE,1,NO APLICA,1050000,306200,0,0,0,0,7605000,79435,,2023-06-28 00:00:00.000
28417,2023,Daniela Leticia,LONGO,9,"INTEGRANTE  DE COMISIÓN EVALUADORA O DE COMISIÓN QUE APRUEBA PLIEGOS, PREADJUDICA, ADJUDICA O REDETERMINA PRECIOS",0,9036000,0,0,0,0,4769000,0,,2023-06-28 00:00:00.000
28422,2023,Carlos Adrian,MERINO,1145,MIEMBRO DE JUNTA COMUNAL,1520000,367350,0,0,0,0,2500000,0,,2023-06-23 00:00:00.000
28427,2023,Emmanuel Alfredo,LISTA,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),0,2866625,0,0,0,0,173700,0,,2023-06-26 00:00:00.000
28432,2023,Walter Hugo,SORIA,5,CARGO SUPERIOR A COMISARIO,4149800,162100,0,0,0,0,8130275,0,,2023-06-26 00:00:00.000
28431,2023,Claudia Elizabeth,RAMIREZ,1,NO APLICA,300000,0,0,21,0,0,300000,0,,2023-06-29 00:00:00.000
28433,2023,Ornela,ZAZZALI,1,NO APLICA,800000,10000000,0,0,0,0,170000,0,,2023-06-28 00:00:00.000
28442,2023,Enrique Valentin,BORDOLINI,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),0,1332000,0,6500000,0,0,22635000,0,,2023-06-29 00:00:00.000
28471,2023,Marcelo Fabio Armando,GALLUZZI,5,CARGO SUPERIOR A COMISARIO,3000000,142001,73320,0,0,19566,18289939,0,,2023-06-24 00:00:00.000
28472,2023,Carolina,CUENCA,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),0,2609500,0,0,0,0,3930768,0,,2023-06-28 00:00:00.000
28109,2023,Ezequiel Alejandro,ZIELONKA,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),,,,,,,,,,2023-06-16 00:00:00.000
28128,2023,Lina Adriana,VINELLI,1,NO APLICA,0,41850000,0,0,0,0,6250000,0,,2023-06-16 00:00:00.000
28138,2023,Steven,SHEDDEN,1,NO APLICA,0,0,0,0,0,0,1,0,,2023-06-16 00:00:00.000
28154,2023,Natalia Marcela,MUTI,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),300327,60000,0,0,0,0,50000,0,,2023-06-19 00:00:00.000
28164,2023,Maximiliano,COLL,1,NO APLICA,1200800,7902313,1791493,0,2081076,15643277,10487790,0,,2023-06-19 00:00:00.000
28175,2023,Pablo Damian,BORISONIK,1,NO APLICA,2245700,2910000,30000,0,0,0,442400000,0,,2023-06-20 00:00:00.000
28178,2023,Walter Adrián,EVANGELISTA,1,NO APLICA,1335312,504000,0,0,0,0,4194634,0,,2023-06-20 00:00:00.000
28235,2023,Miguel Angel,SOLA,9,"INTEGRANTE  DE COMISIÓN EVALUADORA O DE COMISIÓN QUE APRUEBA PLIEGOS, PREADJUDICA, ADJUDICA O REDETERMINA PRECIOS",0,250001,0,0,0,0,150000,0,,2023-07-21 00:00:00.000
28184,2023,Javier JosÉ,VAZQUEZ,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),231449,0,0,1240000,0,0,744000,446,,2023-06-20 00:00:00.000
28251,2023,Jorge Pablo,GRILLO,5,CARGO SUPERIOR A COMISARIO,700000,290000,0,0,0,0,3795000,0,,2023-06-21 00:00:00.000
28257,2023,Juan Pablo,BECERRA,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),228000,8211016,0,0,0,0,1868600,0,,2023-06-22 00:00:00.000
28357,2023,Tomas,GALMARINI,19,TITULAR UNIDAD PROYECTOS ESPECIALES,0,0,0,0,0,0,3005000,0,,2023-06-22 00:00:00.000
28330,2023,Fernando Gabriel,CASTELUCHE,5,CARGO SUPERIOR A COMISARIO,1265850,545000,0,16,0,0,1524000,0,,2023-06-30 00:00:00.000
28358,2023,Marcela Sandra,TROPEANO,1001,GERENTE / SUBGERENTE OPERATIVO,240000,208001,0,0,0,0,20000,0,,2023-06-27 00:00:00.000
28370,2023,Veronica Natalia,VERA LUCERO,1,NO APLICA,60000,0,0,0,0,0,10,0,,2023-06-27 00:00:00.000
28379,2023,Federico,SARAVIA,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),6640000,27372745,0,0,0,0,95290000,0,,2023-06-22 00:00:00.000
28388,2023,Jorge Alberto,ALVAREZ MILLET,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),3350000,3005700,0,0,0,0,22000,0,,2023-06-23 00:00:00.000
28407,2023,Gabriel Dario,ACOSTA,4,CARGO SUPERIOR A COMANDANTE (BOMBEROS),300000,100000,0,0,0,0,50,0,,2023-06-23 00:00:00.000
28447,2023,Paola Silvana,GREGORI,1,NO APLICA,0,0,0,0,0,0,50000,0,,2023-06-23 00:00:00.000
28486,2023,Alfio Rogelio,GASTALDI,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),2321360,26800000,0,0,0,0,250000,0,,2023-06-25 00:00:00.000
28487,2023,Leandro,SANCHEZ,1,NO APLICA,141500,472748,0,117,0,0,4209000,40000,,2023-06-25 00:00:00.000
28474,2023,Mario,GUALTIERI,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),5754750,391955,0,0,0,0,61195053,0,,2023-06-25 00:00:00.000
28503,2023,Marcelo Fabian,FIORI,5,CARGO SUPERIOR A COMISARIO,5049000,464460,0,0,0,0,676960,0,,2023-06-26 00:00:00.000
28504,2023,Graciela Susana,MARTINEZ,9,"INTEGRANTE  DE COMISIÓN EVALUADORA O DE COMISIÓN QUE APRUEBA PLIEGOS, PREADJUDICA, ADJUDICA O REDETERMINA PRECIOS",1079550,544028,0,0,0,0,15000,0,,2023-06-27 00:00:00.000
28507,2023,Sandra Marisa,MALDONADO,5,CARGO SUPERIOR A COMISARIO,6297402,492855,0,0,0,0,537000,0,,2023-06-30 00:00:00.000
28546,2023,Pablo Martin,CASTAGNOLI,9,"INTEGRANTE  DE COMISIÓN EVALUADORA O DE COMISIÓN QUE APRUEBA PLIEGOS, PREADJUDICA, ADJUDICA O REDETERMINA PRECIOS",0,0,0,0,0,0,700000,0,,2023-06-28 00:00:00.000
28556,2023,Sabrina,WOLFF,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),237000,0,0,0,0,0,90000,0,,2023-06-27 00:00:00.000
28558,2023,Carla Florencia,RUFFA,9,"INTEGRANTE  DE COMISIÓN EVALUADORA O DE COMISIÓN QUE APRUEBA PLIEGOS, PREADJUDICA, ADJUDICA O REDETERMINA PRECIOS",3000000,20000,0,0,0,0,2000000,0,,2023-06-26 00:00:00.000
28044,2023,Consuelo Del Carmen,DOS SANTOS,1000,CONTROLADOR DE FALTAS,1600000,2400000,0,0,0,0,250000,0,,2023-06-22 00:00:00.000
28050,2023,Fabiana Beatriz,PIRAINO,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),1320000,13475000,0,0,0,0,10000,0,,2023-06-20 00:00:00.000
28213,2023,Diana Noemi,GONZALEZ CARIBONI,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),83000,200010,0,0,0,0,425503,0,,2023-06-21 00:00:00.000
28080,2023,Marcela Andrea,ZAPATA,1,NO APLICA,964000,125000,0,0,0,0,473292,0,,2023-06-16 00:00:00.000
28139,2023,Karina Elizabeth,FLEITAS,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),1819000,870000,0,0,0,0,3549200,0,,2023-06-26 00:00:00.000
28162,2023,Carlos Jesus,GASPAR,2,ASESOR DE PLANTA DE GABINETE DE MINISTRO/ DE PROCURADOR GENERAL/ DE SÍNDICO GENERAL/DE PRESIDENTE DE COMUNA,0,0,0,0,0,0,0,0,,2023-06-19 00:00:00.000
28163,2023,Silvio Carlos,GARACOCHE,5,CARGO SUPERIOR A COMISARIO,5350000,103000,0,0,0,0,600000,0,,2023-06-20 00:00:00.000
28312,2023,Gustavo Alberto Carmelo,STIRPARO,1,NO APLICA,1149670,180000,0,0,60,0,30183200,0,,2023-06-22 00:00:00.000
28220,2023,Guillermo Edgardo,PEÑA,1001,GERENTE / SUBGERENTE OPERATIVO,500000,11059499,0,0,0,0,32709046,0,,2023-06-23 00:00:00.000
28221,2023,Camilo Tomas,CARRASCO,1,NO APLICA,0,0,0,0,0,0,100,0,,2023-06-21 00:00:00.000
28318,2023,Maria Belen,CARJUZAA,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),0,0,0,0,0,0,7535000,0,,2023-08-01 00:00:00.000
22558,2023,Roberto,D´ANGELO,9,"INTEGRANTE  DE COMISIÓN EVALUADORA O DE COMISIÓN QUE APRUEBA PLIEGOS, PREADJUDICA, ADJUDICA O REDETERMINA PRECIOS",1264110,64000,0,0,0,0,2653500,0,,2023-06-29 00:00:00.000
28324,2023,Alex Junior,LOYOLA LOZADA,2,ASESOR DE PLANTA DE GABINETE DE MINISTRO/ DE PROCURADOR GENERAL/ DE SÍNDICO GENERAL/DE PRESIDENTE DE COMUNA,0,0,0,0,0,0,30500,0,,2023-06-22 00:00:00.000
28327,2023,Maria Alejandra,FERNANDEZ BATTOLLA,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),250000,120000,0,0,0,0,150408,0,,2023-06-28 00:00:00.000
28345,2023,Fabian Alberto,FERNANDEZ,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),155000,1622550,419158,0,0,0,11569008,0,,2023-06-30 00:00:00.000
28350,2023,Ramon Oscar,OJEDA FEBRE,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),170000,21721050,0,0,0,0,1139250,0,,2023-06-29 00:00:00.000
28361,2023,Gustavo Luis,PEREYRA,5,CARGO SUPERIOR A COMISARIO,280000,0,0,0,0,0,300000,0,,2023-06-23 00:00:00.000
28353,2023,Ricardo Christian,PARDO,7,DIRECTOR GENERAL/ DIRECTOR DE LA PROCURACIÓN GENERAL,136366,117740,0,0,0,0,5333120,0,,2023-06-29 00:00:00.000
28382,2023,Gaston Mariano,SORIA Y MEDRANO,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),0,0,0,0,0,0,200000,912,,2023-06-22 00:00:00.000
28383,2023,Francisco Hector,URDAPILLETA,9,"INTEGRANTE  DE COMISIÓN EVALUADORA O DE COMISIÓN QUE APRUEBA PLIEGOS, PREADJUDICA, ADJUDICA O REDETERMINA PRECIOS",0,54500,0,0,0,0,100,0,,2023-06-26 00:00:00.000
28390,2023,Ana Maria,VOLPATO,2,ASESOR DE PLANTA DE GABINETE DE MINISTRO/ DE PROCURADOR GENERAL/ DE SÍNDICO GENERAL/DE PRESIDENTE DE COMUNA,0,17386400,0,0,0,0,12540000,0,,2023-06-24 00:00:00.000
27393,2023,Sebastian Urbano,MANFE,1,NO APLICA,0,0,0,0,0,0,100000,0,,2023-06-23 00:00:00.000
28409,2023,Micaela,CAPURRO,1,NO APLICA,0,0,0,0,0,0,0,0,,2023-06-23 00:00:00.000
28415,2023,Javier Pablo,CAVIGLIA,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),4470000,0,0,0,0,0,35931000,0,,2023-06-23 00:00:00.000
28423,2023,Gonzalo,TORRE,9,"INTEGRANTE  DE COMISIÓN EVALUADORA O DE COMISIÓN QUE APRUEBA PLIEGOS, PREADJUDICA, ADJUDICA O REDETERMINA PRECIOS",0,0,0,0,0,0,0,0,,2023-06-23 00:00:00.000
28429,2023,Maximiliano Federico,CAMPOS,9,"INTEGRANTE  DE COMISIÓN EVALUADORA O DE COMISIÓN QUE APRUEBA PLIEGOS, PREADJUDICA, ADJUDICA O REDETERMINA PRECIOS",0,11066000,0,0,0,0,45000,0,,2023-06-25 00:00:00.000
28430,2023,Gisella Verónica,FURIATI,9,"INTEGRANTE  DE COMISIÓN EVALUADORA O DE COMISIÓN QUE APRUEBA PLIEGOS, PREADJUDICA, ADJUDICA O REDETERMINA PRECIOS",820000,1822477,0,0,0,0,300000,0,,2023-06-29 00:00:00.000
28445,2023,Gabriel Jorge,SALAS,2,ASESOR DE PLANTA DE GABINETE DE MINISTRO/ DE PROCURADOR GENERAL/ DE SÍNDICO GENERAL/DE PRESIDENTE DE COMUNA,3830860,1334800,0,0,0,0,4192179,0,,2023-06-23 00:00:00.000
28446,2023,Diego Ariel,CASALÓ,5,CARGO SUPERIOR A COMISARIO,700000,1000000,0,0,0,0,1257500,0,,2023-06-23 00:00:00.000
28469,2023,Alberto Victor,GUIDO,5,CARGO SUPERIOR A COMISARIO,0,0,0,0,0,0,0,0,,2023-06-23 00:00:00.000
27888,2023,Ema Noemi,TOFALO,5,CARGO SUPERIOR A COMISARIO,750600,1350183,0,0,0,0,2904400,0,,2023-06-24 00:00:00.000
28496,2023,Federico Martin,VEIGA,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),0,1800000,0,0,0,0,2851500,0,,2023-06-25 00:00:00.000
28500,2023,Maria Sol,FERNANDEZ,1001,GERENTE / SUBGERENTE OPERATIVO,110000,330002,0,0,0,0,4300,0,,2023-06-30 00:00:00.000
28517,2023,Fernando Martin,MORA,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),35000,1022400,0,0,0,0,459309,0,,2023-06-27 00:00:00.000
28525,2023,Christian,COELHO CHICANO,16,SECRETARIO,137196,7442087,0,0,0,0,29623557,0,,2023-06-30 00:00:00.000
28527,2023,Cecilia María,SEGAL,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),0,0,0,0,0,0,50000,0,,2023-06-26 00:00:00.000
28280,2023,Maria Fernanda,BORIOLI DIAZ,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),800000,241474,0,0,0,0,15150000,0,,2023-06-26 00:00:00.000
28113,2023,Eduardo Nicolas,ZIMAN,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),117000,16448500,0,0,0,0,1,0,,2023-06-16 00:00:00.000
28054,2023,Estela Susana,FERLANTE,9,"INTEGRANTE  DE COMISIÓN EVALUADORA O DE COMISIÓN QUE APRUEBA PLIEGOS, PREADJUDICA, ADJUDICA O REDETERMINA PRECIOS",269000,181250,0,0,0,0,150000,0,,2023-06-16 00:00:00.000
28077,2023,Javier Dario,DEMARCHI,3,AUDITOR,0,800000,0,0,0,0,28732520,0,,2023-06-16 00:00:00.000
28144,2023,Maria Belen,FONCUBERTA,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),0,160000,0,0,0,0,4612200,0,,2023-06-24 00:00:00.000
28148,2023,Ignacio,LUPI,1,NO APLICA,0,23624160,0,0,0,0,450000,0,,2023-07-17 00:00:00.000
28173,2023,Ezra Alejandro,SHAMMAH,1,NO APLICA,361710,1083210,0,0,0,1283199,1155720,533636,,2023-06-19 00:00:00.000
28180,2023,Alfredo Nicolas,PEPE,1001,GERENTE / SUBGERENTE OPERATIVO,2079000,3618540,0,0,0,0,6993600,0,,2023-06-20 00:00:00.000
28254,2023,Carlos Alberto,ALVAREZ,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),1730000,149644,0,0,0,0,13803304,0,,2023-06-27 00:00:00.000
28290,2023,Ernesto Fabian,QUIROGA,5,CARGO SUPERIOR A COMISARIO,87000,35000,0,0,0,0,3674000,0,,2023-07-01 00:00:00.000
28285,2023,Maria Claudia,NEVISARDI,1,NO APLICA,140000,94231,0,0,0,0,3186000,0,,2023-06-21 00:00:00.000
28369,2023,Flavio Juan Adalberto,BOUVET,5,CARGO SUPERIOR A COMISARIO,1240775,20000,0,1764000,0,0,7867500,0,,2023-06-28 00:00:00.000
28378,2023,Roque Gustavo,ARAOZ,5,CARGO SUPERIOR A COMISARIO,240000,147000,0,0,0,0,480017,0,,2023-06-27 00:00:00.000
28387,2023,Perla Amparo,LOPEZ ALVARADO,1,NO APLICA,0,0,0,0,0,0,1100,0,,2023-06-25 00:00:00.000
28410,2023,Mariano,BONIFACIO,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),650000,3600000,0,0,0,0,15000,0,,2023-06-23 00:00:00.000
28485,2023,Mariana,PEREZ ACOSTA,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),3400000,3150000,0,0,0,0,4114461,0,,2023-06-25 00:00:00.000
28419,2023,Marcelo German,WECHSLER,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),292000,451000,0,0,0,0,11648900,0,,2023-06-23 00:00:00.000
28421,2023,Matias Abel,DELOR,1,NO APLICA,2400000,1469400,0,0,0,0,100000,0,,2023-06-26 00:00:00.000
28425,2023,Demian Flavio,GOLDSTEIN,7,DIRECTOR GENERAL/ DIRECTOR DE LA PROCURACIÓN GENERAL,512000,672397,0,0,0,0,11820500,0,,2023-06-25 00:00:00.000
28426,2023,Mariana Miriam,VIDAURRE,1,NO APLICA,2000000,15090000,0,0,0,0,20000,0,,2023-06-23 00:00:00.000
